satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,eval_number,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
4,4,1,1,2,3,E_1798,3,Non,19 %,1798,33,M,3143,Marié(e),Consulting,Assistant de Direction,6,80,14,10,8,Non,1,1,1,8,4,Infra & Cloud,Y,Occasionnel,7,6
3,3,1,4,3,4,E_1799,3,Non,11 %,1799,28,M,2044,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,1,6,1,1,3,Infra & Cloud,Y,Occasionnel,0,3
3,3,3,3,3,3,E_1800,4,Non,21 %,1800,39,M,13464,Célibataire,Consulting,Directeur Technique,7,80,9,4,3,Non,0,3,1,10,1,Transformation Digitale,Y,Occasionnel,2,2
2,2,2,2,3,3,E_1801,3,Non,15 %,1801,46,M,7991,Célibataire,Commercial,Cadre Commercial,8,80,6,2,2,Non,0,3,1,26,2,Infra & Cloud,Y,Aucun,2,2
3,3,1,1,4,2,E_1802,3,Non,17 %,1802,40,F,3377,Marié(e),Consulting,Consultant,4,80,7,4,3,Non,1,5,1,2,2,Infra & Cloud,Y,Occasionnel,0,2
2,4,2,1,3,2,E_1803,3,Non,18 %,1803,42,M,5538,Marié(e),Consulting,Manager,5,80,10,0,0,Non,2,2,1,13,3,Transformation Digitale,Y,Occasionnel,0,0
2,3,2,4,3,3,E_1804,3,Non,14 %,1804,35,M,5762,Divorcé(e),Consulting,Tech Lead,2,80,15,7,7,Non,1,6,1,2,2,Transformation Digitale,Y,Aucun,1,7
1,3,1,2,4,3,E_1805,3,Non,13 %,1805,38,M,2592,Divorcé(e),Ressources Humaines,Ressources Humaines,5,80,13,11,10,Non,3,3,1,2,3,Ressources Humaines,Y,Aucun,3,8
4,3,2,1,3,2,E_1807,3,Non,17 %,1807,34,M,5346,Marié(e),Consulting,Consultant,4,80,11,7,1,Oui,1,3,1,9,4,Infra & Cloud,Y,Frequent,0,7
4,3,2,1,2,1,E_1809,3,Non,15 %,1809,37,M,4213,Célibataire,Consulting,Tech Lead,1,80,10,10,3,Oui,0,4,1,10,4,Transformation Digitale,Y,Occasionnel,0,8
3,3,2,4,4,3,E_1812,3,Non,18 %,1812,39,M,4127,Divorcé(e),Commercial,Cadre Commercial,2,80,7,2,1,Non,1,6,1,20,3,Infra & Cloud,Y,Frequent,2,2
1,3,1,3,3,2,E_1813,3,Non,13 %,1813,43,M,2438,Célibataire,Consulting,Assistant de Direction,4,80,7,3,2,Non,0,2,1,9,3,Infra & Cloud,Y,Aucun,1,2
2,4,2,2,1,1,E_1814,3,Non,12 %,1814,41,M,6870,Célibataire,Consulting,Manager,3,80,11,3,2,Non,0,3,1,5,3,Infra & Cloud,Y,Occasionnel,1,2
3,3,3,3,4,4,E_1815,3,Oui,13 %,1815,41,F,10447,Divorcé(e),Commercial,Cadre Commercial,0,80,23,22,14,Non,1,3,1,4,1,Marketing,Y,Occasionnel,13,5
1,3,3,3,2,3,E_1816,3,Non,14 %,1816,30,F,9667,Célibataire,Consulting,Tech Lead,9,80,9,7,7,Non,0,3,1,10,3,Transformation Digitale,Y,Occasionnel,0,2
4,3,1,2,3,3,E_1818,3,Oui,11 %,1818,26,F,2148,Marié(e),Ressources Humaines,Ressources Humaines,0,80,6,5,1,Oui,0,3,1,20,2,Transformation Digitale,Y,Occasionnel,1,4
4,3,2,2,4,4,E_1821,4,Non,22 %,1821,46,F,8926,Marié(e),Consulting,Manager,4,80,13,9,7,Oui,1,2,1,21,2,Transformation Digitale,Y,Occasionnel,3,7
3,3,2,4,4,3,E_1822,3,Non,17 %,1822,40,F,6513,Divorcé(e),Consulting,Manager,4,80,12,5,3,Non,1,3,1,1,3,Infra & Cloud,Y,Occasionnel,0,3
2,4,2,3,3,3,E_1823,4,Non,21 %,1823,34,M,6799,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,2,5,1,8,2,Entrepreunariat,Y,Occasionnel,4,8
2,3,4,2,4,2,E_1824,4,Non,22 %,1824,58,M,16291,Divorcé(e),Commercial,Senior Manager,4,80,37,16,9,Non,1,0,1,2,3,Transformation Digitale,Y,Aucun,14,14
2,1,1,3,2,4,E_1826,3,Non,16 %,1826,35,M,2705,Marié(e),Consulting,Consultant,0,80,6,5,4,Non,1,2,1,23,4,Transformation Digitale,Y,Occasionnel,0,3
3,2,3,2,3,3,E_1827,3,Oui,12 %,1827,47,F,10333,Divorcé(e),Consulting,Tech Lead,8,80,28,22,11,Non,1,4,1,4,3,Infra & Cloud,Y,Occasionnel,14,10
2,3,2,1,2,3,E_1829,3,Non,12 %,1829,40,F,4448,Divorcé(e),Consulting,Manager,2,80,15,7,4,Non,1,3,1,12,3,Infra & Cloud,Y,Occasionnel,7,7
4,3,2,4,2,2,E_1830,3,Non,15 %,1830,54,F,6854,Marié(e),Consulting,Assistant de Direction,4,80,14,7,1,Non,1,2,1,7,4,Transformation Digitale,Y,Occasionnel,1,7
1,3,3,1,4,3,E_1833,3,Non,14 %,1833,31,F,9637,Marié(e),Commercial,Cadre Commercial,2,80,9,3,2,Non,2,3,1,7,4,Marketing,Y,Frequent,2,2
3,3,1,1,3,3,E_1834,4,Non,25 %,1834,28,F,3591,Marié(e),Consulting,Assistant de Direction,1,80,3,3,2,Non,1,3,1,1,3,Transformation Digitale,Y,Occasionnel,1,2
2,1,2,4,1,2,E_1835,4,Oui,20 %,1835,38,F,5405,Marié(e),Commercial,Représentant Commercial,2,80,20,4,2,Non,2,4,1,2,4,Marketing,Y,Occasionnel,0,3
3,3,2,4,1,3,E_1836,3,Non,13 %,1836,26,M,4684,Célibataire,Commercial,Cadre Commercial,1,80,5,5,3,Non,0,4,1,10,3,Transformation Digitale,Y,Occasionnel,1,2
1,3,4,3,2,3,E_1837,3,Oui,14 %,1837,58,M,15787,Marié(e),Consulting,Directeur Technique,2,80,23,2,2,Non,0,3,1,15,4,Infra & Cloud,Y,Frequent,2,2
2,3,1,3,3,1,E_1839,3,Non,16 %,1839,18,F,1514,Célibataire,Consulting,Assistant de Direction,1,80,0,0,0,Non,0,4,1,14,3,Transformation Digitale,Y,Aucun,0,0
4,4,1,1,3,3,E_1842,3,Non,17 %,1842,31,M,2956,Marié(e),Ressources Humaines,Ressources Humaines,0,80,2,1,0,Oui,0,4,1,18,5,Ressources Humaines,Y,Occasionnel,0,0
1,2,1,1,4,3,E_1844,3,Oui,15 %,1844,29,M,2335,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,4,2,2,Oui,3,3,1,13,3,Ressources Humaines,Y,Occasionnel,2,0
3,3,2,3,2,4,E_1845,4,Non,22 %,1845,45,F,5154,Marié(e),Commercial,Cadre Commercial,4,80,10,8,7,Non,2,3,1,2,4,Infra & Cloud,Y,Aucun,5,7
4,3,2,2,4,3,E_1847,4,Oui,22 %,1847,36,F,6962,Marié(e),Consulting,Assistant de Direction,4,80,15,1,0,Non,1,2,1,2,4,Autre,Y,Occasionnel,0,0
1,3,2,4,3,3,E_1849,4,Non,20 %,1849,43,M,5675,Marié(e),Commercial,Cadre Commercial,1,80,7,7,7,Non,1,5,1,2,4,Infra & Cloud,Y,Frequent,7,7
4,3,1,4,3,2,E_1850,3,Oui,14 %,1850,27,F,2379,Célibataire,Consulting,Consultant,0,80,6,5,4,Non,0,3,1,5,2,Infra & Cloud,Y,Frequent,0,2
4,3,1,4,2,4,E_1852,3,Non,13 %,1852,29,M,3812,Marié(e),Consulting,Consultant,1,80,11,11,8,Non,0,3,1,20,1,Transformation Digitale,Y,Frequent,3,10
4,3,2,4,3,4,E_1853,3,Non,13 %,1853,32,M,4648,Célibataire,Commercial,Cadre Commercial,8,80,4,0,0,Non,0,2,1,10,4,Marketing,Y,Frequent,0,0
3,3,1,3,2,2,E_1854,4,Non,22 %,1854,42,M,2936,Marié(e),Consulting,Assistant de Direction,3,80,10,6,3,Non,2,1,1,10,4,Entrepreunariat,Y,Aucun,3,3
2,3,1,3,3,3,E_1856,3,Non,12 %,1856,47,F,2105,Célibataire,Consulting,Consultant,4,80,7,2,2,Non,0,2,1,9,4,Infra & Cloud,Y,Occasionnel,2,0
4,3,3,4,3,2,E_1857,3,Non,14 %,1857,46,M,8578,Divorcé(e),Consulting,Tech Lead,3,80,12,9,8,Non,1,4,1,2,2,Infra & Cloud,Y,Occasionnel,4,7
3,3,1,4,2,3,E_1858,3,Non,15 %,1858,28,M,2706,Divorcé(e),Ressources Humaines,Ressources Humaines,1,80,3,3,2,Non,1,2,1,1,2,Infra & Cloud,Y,Aucun,2,2
4,1,2,3,4,3,E_1859,3,Non,17 %,1859,29,M,6384,Divorcé(e),Consulting,Manager,8,80,11,7,0,Non,2,3,1,29,1,Infra & Cloud,Y,Occasionnel,1,6
4,3,1,3,4,3,E_1860,3,Non,13 %,1860,42,M,3968,Célibataire,Consulting,Consultant,4,80,8,0,0,Non,0,3,1,8,3,Infra & Cloud,Y,Occasionnel,0,0
3,2,2,2,3,2,E_1862,3,Oui,12 %,1862,32,M,9907,Célibataire,Commercial,Cadre Commercial,7,80,7,2,2,Oui,0,3,1,2,4,Marketing,Y,Occasionnel,2,2
1,4,4,1,4,3,E_1863,3,Non,12 %,1863,46,F,13225,Divorcé(e),Commercial,Cadre Commercial,2,80,25,19,17,Non,1,5,1,3,3,Entrepreunariat,Y,Occasionnel,2,8
2,2,2,3,4,3,E_1864,4,Non,21 %,1864,27,F,3540,Marié(e),Commercial,Représentant Commercial,1,80,9,9,8,Non,1,5,1,23,1,Transformation Digitale,Y,Occasionnel,5,8
4,2,1,2,4,3,E_1865,3,Non,11 %,1865,29,M,2804,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,Non,0,3,1,6,1,Transformation Digitale,Y,Occasionnel,0,0
1,2,5,3,4,3,E_1866,3,Non,13 %,1866,43,F,19392,Marié(e),Consulting,Senior Manager,7,80,21,16,12,Non,0,2,1,6,3,Transformation Digitale,Y,Occasionnel,6,14
4,2,5,2,4,3,E_1867,3,Non,12 %,1867,48,M,19665,Marié(e),Consulting,Directeur Technique,4,80,29,22,10,Non,0,3,1,10,3,Infra & Cloud,Y,Occasionnel,12,9
4,2,1,4,2,2,E_1868,4,Oui,24 %,1868,29,M,2439,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,Oui,0,3,1,24,2,Infra & Cloud,Y,Frequent,1,0
3,3,3,2,3,3,E_1869,4,Non,21 %,1869,46,F,7314,Marié(e),Commercial,Cadre Commercial,5,80,14,8,7,Oui,3,2,1,10,3,Infra & Cloud,Y,Occasionnel,0,7
4,2,1,1,4,2,E_1870,3,Non,19 %,1870,27,F,4774,Marié(e),Consulting,Assistant de Direction,0,80,8,7,6,Non,1,2,1,15,3,Infra & Cloud,Y,Frequent,7,3
4,3,2,4,2,3,E_1871,3,Non,14 %,1871,39,M,3902,Divorcé(e),Consulting,Assistant de Direction,8,80,7,2,2,Non,3,2,1,19,4,Autre,Y,Occasionnel,2,2
2,2,1,4,2,4,E_1873,4,Non,20 %,1873,55,M,2662,Marié(e),Consulting,Assistant de Direction,8,80,19,5,2,Non,1,2,1,2,4,Entrepreunariat,Y,Occasionnel,0,4
2,3,1,2,4,3,E_1875,3,Non,19 %,1875,28,F,2856,Marié(e),Commercial,Représentant Commercial,1,80,1,1,0,Non,1,3,1,3,3,Transformation Digitale,Y,Occasionnel,0,0
2,3,1,4,3,2,E_1876,3,Non,13 %,1876,30,M,1081,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,Oui,0,3,1,9,3,Transformation Digitale,Y,Occasionnel,0,0
4,3,1,2,1,3,E_1878,4,Oui,23 %,1878,22,M,2472,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,Oui,0,2,1,7,1,Infra & Cloud,Y,Occasionnel,0,0
2,2,2,3,1,3,E_1880,3,Oui,13 %,1880,36,F,5673,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,Non,1,4,1,10,4,Entrepreunariat,Y,Occasionnel,1,7
2,3,2,3,1,3,E_1881,3,Non,11 %,1881,31,M,4197,Divorcé(e),Consulting,Consultant,1,80,10,10,8,Non,1,2,1,20,3,Infra & Cloud,Y,Occasionnel,0,2
3,3,3,4,4,3,E_1882,3,Oui,13 %,1882,34,M,9713,Marié(e),Commercial,Cadre Commercial,2,80,9,5,3,Non,3,3,1,4,3,Infra & Cloud,Y,Occasionnel,1,0
4,3,1,1,2,3,E_1883,3,Non,14 %,1883,29,M,2062,Célibataire,Consulting,Consultant,3,80,11,3,2,Non,0,2,1,7,3,Infra & Cloud,Y,Occasionnel,1,2
4,3,2,1,3,3,E_1885,4,Oui,22 %,1885,37,M,4284,Marié(e),Consulting,Assistant de Direction,5,80,16,5,3,Non,1,2,1,7,4,Transformation Digitale,Y,Occasionnel,0,4
4,2,2,2,4,3,E_1886,3,Oui,11 %,1886,35,F,4788,Marié(e),Consulting,Tech Lead,0,80,4,3,2,Non,0,2,1,16,2,Autre,Y,Occasionnel,0,2
2,2,2,4,4,2,E_1888,3,Non,13 %,1888,45,F,5906,Marié(e),Consulting,Tech Lead,0,80,10,9,8,Non,2,2,1,25,2,Infra & Cloud,Y,Occasionnel,3,8
2,2,2,4,4,2,E_1890,4,Non,21 %,1890,36,M,3886,Célibataire,Ressources Humaines,Ressources Humaines,1,80,10,10,1,Non,0,2,1,2,1,Ressources Humaines,Y,Frequent,0,8
1,3,4,1,1,3,E_1892,3,Non,11 %,1892,40,M,16823,Divorcé(e),Consulting,Senior Manager,2,80,22,19,7,Non,1,3,1,1,4,Infra & Cloud,Y,Occasionnel,11,16
2,2,1,3,3,2,E_1893,3,Oui,13 %,1893,26,F,2933,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,1,3,1,1,2,Infra & Cloud,Y,Occasionnel,1,0
1,4,2,3,2,2,E_1898,3,Non,14 %,1898,27,F,6500,Célibataire,Commercial,Cadre Commercial,0,80,9,8,7,Non,0,5,1,2,2,Transformation Digitale,Y,Occasionnel,0,7
4,3,4,4,2,3,E_1900,3,Non,11 %,1900,48,F,17174,Divorcé(e),Consulting,Senior Manager,3,80,24,22,17,Non,1,3,1,22,3,Transformation Digitale,Y,Frequent,4,7
2,4,2,1,4,3,E_1903,3,Non,15 %,1903,44,M,5033,Marié(e),Consulting,Manager,2,80,10,2,0,Non,1,5,1,1,4,Infra & Cloud,Y,Occasionnel,2,2
4,1,1,1,2,3,E_1905,4,Oui,23 %,1905,34,M,2307,Marié(e),Consulting,Assistant de Direction,1,80,5,5,2,Oui,1,2,1,16,4,Entrepreunariat,Y,Aucun,3,0
1,3,1,4,4,3,E_1907,3,Non,16 %,1907,56,M,2587,Célibataire,Consulting,Consultant,1,80,5,4,2,Oui,0,3,1,24,2,Infra & Cloud,Y,Occasionnel,1,0
3,2,2,2,3,1,E_1908,3,Non,16 %,1908,36,M,5507,Marié(e),Commercial,Cadre Commercial,2,80,12,4,2,Non,2,1,1,17,2,Marketing,Y,Occasionnel,1,3
3,3,2,2,3,3,E_1909,4,Non,21 %,1909,41,F,4393,Marié(e),Commercial,Cadre Commercial,5,80,14,5,4,Non,1,3,1,8,3,Marketing,Y,Occasionnel,1,4
3,3,3,1,2,4,E_1911,3,Non,13 %,1911,42,M,13348,Marié(e),Consulting,Directeur Technique,9,80,18,13,7,Non,1,3,1,6,3,Transformation Digitale,Y,Occasionnel,5,7
3,3,2,4,4,3,E_1912,3,Oui,11 %,1912,31,F,6583,Divorcé(e),Commercial,Cadre Commercial,2,80,8,5,2,Non,1,2,1,10,2,Transformation Digitale,Y,Occasionnel,1,4
4,2,2,4,3,2,E_1915,3,Oui,12 %,1915,34,F,8103,Marié(e),Commercial,Cadre Commercial,3,80,9,4,2,Non,0,3,1,3,1,Transformation Digitale,Y,Occasionnel,0,1
1,4,1,3,2,2,E_1916,3,Non,12 %,1916,31,F,3978,Divorcé(e),Consulting,Consultant,8,80,4,2,2,Non,1,0,1,4,3,Transformation Digitale,Y,Occasionnel,2,2
3,4,1,4,1,3,E_1918,3,Non,18 %,1918,26,M,2544,Marié(e),Consulting,Consultant,0,80,8,7,7,Non,1,3,1,6,3,Autre,Y,Frequent,7,7
2,3,2,3,3,3,E_1922,3,Non,12 %,1922,45,M,5399,Célibataire,Consulting,Manager,4,80,12,4,2,Non,0,3,1,1,4,Transformation Digitale,Y,Frequent,0,3
2,3,2,3,2,2,E_1924,3,Non,14 %,1924,33,M,5487,Célibataire,Commercial,Cadre Commercial,1,80,10,10,4,Non,0,2,1,10,4,Marketing,Y,Occasionnel,0,9
3,2,2,4,3,3,E_1927,3,Oui,12 %,1927,28,M,6834,Marié(e),Commercial,Cadre Commercial,1,80,7,7,7,Non,1,2,1,1,2,Infra & Cloud,Y,Frequent,0,7
3,4,1,1,4,3,E_1928,3,Non,17 %,1928,29,M,1091,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,Oui,0,3,1,24,3,Entrepreunariat,Y,Frequent,0,0
1,1,2,3,3,3,E_1929,3,Non,19 %,1929,39,F,5736,Marié(e),Commercial,Cadre Commercial,6,80,10,3,2,Non,1,1,1,21,4,Infra & Cloud,Y,Aucun,1,2
2,3,1,2,3,2,E_1931,3,Non,11 %,1931,27,M,2226,Marié(e),Consulting,Assistant de Direction,1,80,6,5,3,Non,1,3,1,2,4,Entrepreunariat,Y,Occasionnel,1,2
3,2,2,4,2,3,E_1932,3,Oui,15 %,1932,34,M,5747,Marié(e),Consulting,Assistant de Direction,1,80,16,15,10,Non,0,3,1,22,4,Autre,Y,Frequent,6,11
4,3,2,3,4,3,E_1933,3,Oui,11 %,1933,28,F,9854,Célibataire,Commercial,Cadre Commercial,3,80,6,2,0,Oui,0,0,1,13,2,Marketing,Y,Occasionnel,2,2
3,3,2,2,3,4,E_1934,3,Non,18 %,1934,47,M,5467,Marié(e),Consulting,Assistant de Direction,8,80,16,8,7,Non,1,4,1,14,4,Entrepreunariat,Y,Aucun,1,7
4,2,2,1,3,3,E_1935,3,Non,16 %,1935,56,F,5380,Marié(e),Commercial,Cadre Commercial,4,80,6,0,0,Non,1,3,1,11,5,Marketing,Y,Occasionnel,0,0
1,3,2,1,4,3,E_1936,4,Non,25 %,1936,39,M,5151,Marié(e),Consulting,Tech Lead,1,80,10,10,0,Non,1,3,1,9,2,Transformation Digitale,Y,Occasionnel,7,9
4,2,2,2,3,3,E_1937,3,Oui,16 %,1937,38,F,2133,Divorcé(e),Consulting,Assistant de Direction,1,80,20,20,11,Non,1,3,1,8,3,Transformation Digitale,Y,Frequent,0,7
4,3,4,4,3,2,E_1938,3,Oui,13 %,1938,58,F,17875,Marié(e),Commercial,Senior Manager,4,80,29,1,0,Non,1,2,1,21,3,Infra & Cloud,Y,Occasionnel,0,0
1,4,1,3,1,3,E_1939,3,Oui,14 %,1939,32,F,2432,Célibataire,Consulting,Assistant de Direction,3,80,8,4,1,Oui,0,2,1,5,2,Infra & Cloud,Y,Frequent,0,3
2,3,1,4,4,4,E_1940,3,Non,19 %,1940,38,M,4771,Divorcé(e),Consulting,Assistant de Direction,2,80,10,5,2,Non,2,0,1,9,2,Infra & Cloud,Y,Occasionnel,0,3
2,3,5,4,4,3,E_1941,3,Non,15 %,1941,49,M,19161,Marié(e),Consulting,Directeur Technique,3,80,28,5,4,Non,0,3,1,2,1,Infra & Cloud,Y,Frequent,4,3
2,3,2,4,3,3,E_1943,3,Oui,12 %,1943,42,M,5087,Divorcé(e),Commercial,Cadre Commercial,3,80,14,0,0,Non,2,4,1,12,4,Marketing,Y,Occasionnel,0,0
1,2,1,2,1,3,E_1944,3,Non,12 %,1944,27,F,2863,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,Oui,0,2,1,22,3,Ressources Humaines,Y,Frequent,0,0
2,3,2,1,4,1,E_1945,3,Non,16 %,1945,35,M,5561,Marié(e),Commercial,Cadre Commercial,0,80,6,5,3,Non,1,2,1,18,4,Transformation Digitale,Y,Occasionnel,0,4
3,3,1,3,3,2,E_1947,3,Non,14 %,1947,28,M,2144,Célibataire,Consulting,Assistant de Direction,1,80,5,5,3,Non,0,3,1,16,3,Transformation Digitale,Y,Aucun,1,4
3,3,1,1,4,4,E_1948,3,Oui,13 %,1948,31,M,3065,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,1,3,1,3,2,Transformation Digitale,Y,Aucun,2,3
1,4,1,2,2,3,E_1949,4,Non,22 %,1949,36,M,2810,Marié(e),Consulting,Consultant,1,80,5,5,4,Non,0,3,1,9,4,Infra & Cloud,Y,Aucun,0,2
1,3,3,4,1,2,E_1950,4,Non,21 %,1950,34,M,9888,Célibataire,Commercial,Cadre Commercial,1,80,14,14,8,Non,0,3,1,1,3,Marketing,Y,Occasionnel,2,1
4,3,3,3,3,2,E_1951,3,Non,18 %,1951,34,M,8628,Divorcé(e),Commercial,Cadre Commercial,1,80,9,8,7,Non,1,2,1,13,4,Transformation Digitale,Y,Occasionnel,1,1
3,3,1,1,4,2,E_1952,3,Non,13 %,1952,26,M,2867,Célibataire,Consulting,Consultant,0,80,8,7,7,Non,0,6,1,1,3,Transformation Digitale,Y,Occasionnel,7,6
1,3,2,1,1,2,E_1954,3,Non,12 %,1954,29,M,5373,Marié(e),Consulting,Manager,0,80,6,5,3,Non,1,5,1,1,3,Infra & Cloud,Y,Occasionnel,0,2
3,3,2,4,2,3,E_1955,3,Non,18 %,1955,32,F,6667,Divorcé(e),Consulting,Manager,5,80,9,5,1,Non,1,6,1,15,4,Transformation Digitale,Y,Aucun,1,2
4,1,2,1,2,3,E_1956,4,Non,21 %,1956,31,M,5003,Marié(e),Consulting,Assistant de Direction,1,80,10,10,8,Non,0,6,1,1,3,Infra & Cloud,Y,Frequent,8,7
3,2,1,4,1,2,E_1960,3,Non,12 %,1960,28,M,2367,Divorcé(e),Consulting,Consultant,5,80,6,4,1,Oui,1,2,1,17,3,Entrepreunariat,Y,Occasionnel,0,3
1,2,1,1,1,2,E_1961,3,Non,14 %,1961,38,M,2858,Célibataire,Commercial,Représentant Commercial,4,80,20,1,0,Non,0,3,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
3,3,2,4,4,3,E_1962,3,Oui,11 %,1962,35,F,5204,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Non,0,2,1,7,4,Infra & Cloud,Y,Occasionnel,0,9
4,3,2,4,1,3,E_1965,3,Non,14 %,1965,27,M,4105,Célibataire,Commercial,Cadre Commercial,1,80,7,7,7,Non,0,5,1,9,3,Marketing,Y,Occasionnel,0,7
4,2,2,4,2,3,E_1966,4,Non,24 %,1966,32,M,9679,Célibataire,Consulting,Tech Lead,8,80,8,1,0,Non,0,1,1,5,4,Infra & Cloud,Y,Occasionnel,0,0
1,3,2,4,3,3,E_1967,3,Oui,11 %,1967,31,M,5617,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,Oui,0,4,1,26,4,Marketing,Y,Frequent,0,8
1,3,3,1,2,2,E_1968,3,Oui,13 %,1968,53,M,10448,Célibataire,Commercial,Cadre Commercial,6,80,15,2,2,Oui,0,2,1,24,4,Infra & Cloud,Y,Occasionnel,2,2
1,3,2,3,3,2,E_1969,3,Non,11 %,1969,54,F,2897,Marié(e),Consulting,Assistant de Direction,3,80,9,4,3,Non,2,6,1,9,2,Infra & Cloud,Y,Occasionnel,2,3
4,3,2,3,3,3,E_1970,4,Non,20 %,1970,33,M,5968,Divorcé(e),Consulting,Manager,1,80,9,9,7,Non,3,2,1,7,2,Infra & Cloud,Y,Frequent,2,8
1,3,3,3,2,3,E_1971,3,Non,17 %,1971,43,M,7510,Marié(e),Consulting,Manager,1,80,10,10,9,Non,1,1,1,11,3,Infra & Cloud,Y,Occasionnel,0,9
4,3,1,2,2,3,E_1972,3,Oui,11 %,1972,38,M,2991,Marié(e),Ressources Humaines,Ressources Humaines,0,80,7,6,2,Non,1,2,1,1,4,Autre,Y,Frequent,1,2
3,4,5,2,1,3,E_1973,3,Oui,18 %,1973,55,M,19636,Marié(e),Ressources Humaines,Senior Manager,4,80,35,10,9,Non,1,0,1,26,4,Ressources Humaines,Y,Occasionnel,1,4
4,1,1,4,3,3,E_1974,3,Oui,11 %,1974,31,F,1129,Divorcé(e),Consulting,Consultant,1,80,1,1,0,Non,3,4,1,2,1,Transformation Digitale,Y,Occasionnel,0,0
2,3,4,1,1,3,E_1975,3,Non,12 %,1975,39,M,13341,Célibataire,Commercial,Cadre Commercial,0,80,21,20,8,Non,0,3,1,15,4,Marketing,Y,Occasionnel,11,10
4,2,2,3,4,3,E_1976,3,Non,12 %,1976,42,M,4332,Célibataire,Consulting,Assistant de Direction,1,80,20,20,9,Non,0,2,1,23,2,Infra & Cloud,Y,Aucun,3,7
3,3,3,3,3,4,E_1979,4,Non,20 %,1979,31,F,11031,Marié(e),Consulting,Directeur Technique,4,80,13,11,7,Non,1,2,1,10,3,Transformation Digitale,Y,Aucun,4,8
3,3,2,1,4,3,E_1980,3,Oui,19 %,1980,54,F,4440,Célibataire,Consulting,Tech Lead,6,80,9,5,2,Non,0,3,1,10,3,Transformation Digitale,Y,Occasionnel,1,4
2,2,2,3,2,2,E_1981,3,Non,12 %,1981,24,M,4617,Célibataire,Consulting,Manager,1,80,4,4,3,Non,0,2,1,1,2,Infra & Cloud,Y,Occasionnel,1,2
4,3,1,4,3,4,E_1982,3,Non,13 %,1982,23,M,2647,Célibataire,Consulting,Consultant,1,80,5,5,2,Non,0,6,1,12,2,Autre,Y,Occasionnel,1,4
4,3,2,3,1,4,E_1985,3,Non,11 %,1985,40,F,6323,Marié(e),Consulting,Consultant,1,80,10,10,9,Non,1,2,1,11,3,Entrepreunariat,Y,Frequent,9,4
2,3,2,2,3,3,E_1986,3,Non,14 %,1986,40,F,5677,Marié(e),Commercial,Cadre Commercial,3,80,15,11,8,Non,1,4,1,2,2,Marketing,Y,Occasionnel,5,10
3,3,1,2,3,3,E_1987,3,Non,14 %,1987,25,F,2187,Marié(e),Ressources Humaines,Ressources Humaines,4,80,6,2,0,Non,0,3,1,2,3,Ressources Humaines,Y,Occasionnel,1,2
4,3,1,2,3,2,E_1989,3,Non,13 %,1989,30,M,3748,Marié(e),Consulting,Consultant,1,80,12,12,8,Non,0,6,1,1,2,Transformation Digitale,Y,Occasionnel,1,7
4,3,1,3,3,2,E_1992,3,Oui,19 %,1992,25,M,3977,Divorcé(e),Consulting,Consultant,6,80,7,2,2,Non,1,2,1,2,1,Autre,Y,Occasionnel,0,2
1,3,3,3,2,3,E_1993,4,Non,23 %,1993,47,M,8633,Célibataire,Consulting,Manager,2,80,25,17,14,Non,0,3,1,25,3,Transformation Digitale,Y,Occasionnel,12,11
2,2,1,3,3,2,E_1994,3,Non,12 %,1994,33,M,2008,Divorcé(e),Consulting,Consultant,1,80,1,1,1,Non,3,2,1,1,2,Transformation Digitale,Y,Aucun,0,0
4,3,2,2,1,3,E_1995,3,Non,15 %,1995,38,M,4440,Marié(e),Commercial,Cadre Commercial,0,80,16,15,13,Non,2,3,1,1,4,Infra & Cloud,Y,Occasionnel,5,8
1,3,1,3,3,3,E_1996,3,Non,19 %,1996,31,M,3067,Marié(e),Commercial,Représentant Commercial,0,80,3,2,2,Non,1,1,1,2,2,Infra & Cloud,Y,Occasionnel,1,2
